Description,category,group,subcategory,size.group,size.overlap.category,size.category,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,C5,AntiIL5,GO:BP,36,31,17949,1,27,0.037037037037037035,0.15788138172928656,0.11542187901721043,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,27,0.037037037037037035,0.15788138172928656,0.11542187901721043,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_PROTEIN_BINDING,C5,AntiIL5,GO:BP,36,31,17949,2,196,0.01020408163265306,0.15788138172928656,0.11542187901721043,3433/3434,IFIT2/IFIT1,ENSG00000119922/ENSG00000185745
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_TRANSPOSITION,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,91543,RSAD2,ENSG00000134321
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,26,0.038461538461538464,0.15788138172928656,0.11542187901721043,9722,NOS1AP,ENSG00000198929
GOBP_DNA_DEMETHYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_EAR_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,2,202,0.009900990099009901,0.15819312989494286,0.11564978783499563,8820/79955,HESX1/PDZD7,ENSG00000163666/ENSG00000186862
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,9722,NOS1AP,ENSG00000198929
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,55333,SYNJ2BP,ENSG00000213463
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,55323,LARP6,ENSG00000166173
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,8326,FZD9,ENSG00000188763
GOBP_SCHWANN_CELL_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,28,0.03571428571428571,0.15819312989494286,0.11564978783499563,163175,LGI4,ENSG00000153902
GOBP_ARACHIDONIC_ACID_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,29,0.034482758620689655,0.16017466017899226,0.11709841937222558,553,AVPR1B,ENSG00000198049
GOBP_DENDRITIC_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,29,0.034482758620689655,0.16017466017899226,0.11709841937222558,3579,CXCR2,ENSG00000180871
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,2,204,0.00980392156862745,0.16017466017899226,0.11709841937222558,53405/5368,CLIC5/PNOC,ENSG00000112782/ENSG00000168081
GOBP_NAD_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,29,0.034482758620689655,0.16017466017899226,0.11709841937222558,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,2,205,0.00975609756097561,0.16017466017899226,0.11709841937222558,3627/7784,CXCL10/ZP3,ENSG00000169245/ENSG00000188372
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,C5,AntiIL5,GO:BP,36,31,17949,2,209,0.009569377990430622,0.162249174443257,0.1186150284353513,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,C5,AntiIL5,GO:BP,36,31,17949,1,30,0.03333333333333333,0.162249174443257,0.1186150284353513,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,30,0.03333333333333333,0.162249174443257,0.1186150284353513,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,C5,AntiIL5,GO:BP,36,31,17949,2,209,0.009569377990430622,0.162249174443257,0.1186150284353513,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,30,0.03333333333333333,0.162249174443257,0.1186150284353513,91543,RSAD2,ENSG00000134321
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,6262,RYR2,ENSG00000198626
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,79955,PDZD7,ENSG00000186862
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,83666,PARP9,ENSG00000138496
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,3434,IFIT1,ENSG00000185745
GOBP_TRANSPOSITION,C5,AntiIL5,GO:BP,36,31,17949,1,31,0.03225806451612903,0.16359213424608698,0.11959682212241823,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,32,0.03125,0.16486516636571216,0.12052749398307085,553,AVPR1B,ENSG00000198049
GOBP_CELLULAR_RESPONSE_TO_ALKALOID,C5,AntiIL5,GO:BP,36,31,17949,1,32,0.03125,0.16486516636571216,0.12052749398307085,6262,RYR2,ENSG00000198626
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,C5,AntiIL5,GO:BP,36,31,17949,1,32,0.03125,0.16486516636571216,0.12052749398307085,79955,PDZD7,ENSG00000186862
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,C5,AntiIL5,GO:BP,36,31,17949,2,217,0.009216589861751152,0.16486516636571216,0.12052749398307085,8820/7784,HESX1/ZP3,ENSG00000163666/ENSG00000188372
GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,32,0.03125,0.16486516636571216,0.12052749398307085,8370,H4C14,ENSG00000270882
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,32,0.03125,0.16486516636571216,0.12052749398307085,7784,ZP3,ENSG00000188372
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,33,0.030303030303030304,0.16540882923130057,0.12092494800083267,6262,RYR2,ENSG00000198626
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,2766,GMPR,ENSG00000137198
GOBP_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,C5,AntiIL5,GO:BP,36,31,17949,2,221,0.00904977375565611,0.16540882923130057,0.12092494800083267,8349/8370,H2BC21/H4C14,ENSG00000184678/ENSG00000270882
GOBP_DNA_DEALKYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,79955,PDZD7,ENSG00000186862
GOBP_INTERLEUKIN_4_PRODUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,33,0.030303030303030304,0.16540882923130057,0.12092494800083267,7784,ZP3,ENSG00000188372
GOBP_NUCLEOBASE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,2766,GMPR,ENSG00000137198
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,2,219,0.0091324200913242,0.16540882923130057,0.12092494800083267,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,33,0.030303030303030304,0.16540882923130057,0.12092494800083267,9722,NOS1AP,ENSG00000198929
GOBP_PROTEIN_ADP_RIBOSYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,9722,NOS1AP,ENSG00000198929
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,6262,RYR2,ENSG00000198626
GOBP_RESPONSE_TO_VITAMIN_D,C5,AntiIL5,GO:BP,36,31,17949,1,34,0.029411764705882353,0.16540882923130057,0.12092494800083267,3627,CXCL10,ENSG00000169245
GOBP_BLASTOCYST_FORMATION,C5,AntiIL5,GO:BP,36,31,17949,1,35,0.02857142857142857,0.16711609116462253,0.12217307097873048,7784,ZP3,ENSG00000188372
GOBP_BRAIN_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,35,0.02857142857142857,0.16711609116462253,0.12217307097873048,8820,HESX1,ENSG00000163666
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,35,0.02857142857142857,0.16711609116462253,0.12217307097873048,83666,PARP9,ENSG00000138496
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,2,228,0.008771929824561403,0.16711609116462253,0.12217307097873048,2766/3627,GMPR/CXCL10,ENSG00000137198/ENSG00000169245
GOBP_VIRAL_RNA_GENOME_REPLICATION,C5,AntiIL5,GO:BP,36,31,17949,1,35,0.02857142857142857,0.16711609116462253,0.12217307097873048,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,2,230,0.008695652173913044,0.16758836827080661,0.1225183372185842,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,553,AVPR1B,ENSG00000198049
GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,553,AVPR1B,ENSG00000198049
GOBP_SCHWANN_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,163175,LGI4,ENSG00000153902
GOBP_T_CELL_CYTOKINE_PRODUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,91543,RSAD2,ENSG00000134321
GOBP_TYPE_2_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,36,0.027777777777777776,0.16758836827080661,0.1225183372185842,91543,RSAD2,ENSG00000134321
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,9722,NOS1AP,ENSG00000198929
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,2,233,0.008583690987124463,0.16803091692617322,0.12284186996702778,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,2673,GFPT1,ENSG00000198380
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,6262,RYR2,ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,3627,CXCL10,ENSG00000169245
GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,C5,AntiIL5,GO:BP,36,31,17949,1,37,0.02702702702702703,0.16803091692617322,0.12284186996702778,6262,RYR2,ENSG00000198626
GOBP_ACROSOME_REACTION,C5,AntiIL5,GO:BP,36,31,17949,1,38,0.02631578947368421,0.17127208117478943,0.1252113784149596,7784,ZP3,ENSG00000188372
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,38,0.02631578947368421,0.17127208117478943,0.1252113784149596,23136,EPB41L3,ENSG00000082397
GOBP_DNA_PACKAGING,C5,AntiIL5,GO:BP,36,31,17949,2,240,0.008333333333333333,0.17233986839357723,0.1259920024874951,8349/8370,H2BC21/H4C14,ENSG00000184678/ENSG00000270882
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,39,0.02564102564102564,0.17273540695233622,0.12628116770239045,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,39,0.02564102564102564,0.17273540695233622,0.12628116770239045,9722,NOS1AP,ENSG00000198929
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,39,0.02564102564102564,0.17273540695233622,0.12628116770239045,9722,NOS1AP,ENSG00000198929
GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY,C5,AntiIL5,GO:BP,36,31,17949,1,39,0.02564102564102564,0.17273540695233622,0.12628116770239045,8370,H4C14,ENSG00000270882
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,2673,GFPT1,ENSG00000198380
GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,79955,PDZD7,ENSG00000186862
GOBP_MYOBLAST_FUSION,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,3627,CXCL10,ENSG00000169245
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,8349,H2BC21,ENSG00000184678
GOBP_PITUITARY_GLAND_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,8820,HESX1,ENSG00000163666
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION,C5,AntiIL5,GO:BP,36,31,17949,1,40,0.025,0.17274149895394547,0.12628562136415228,6262,RYR2,ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,83666,PARP9,ENSG00000138496
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,83666,PARP9,ENSG00000138496
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,40,0.025,0.17274149895394547,0.12628562136415228,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_HEART_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,2,245,0.00816326530612245,0.17274149895394547,0.12628562136415228,9722/6262,NOS1AP/RYR2,ENSG00000198929/ENSG00000198626
GOBP_REGULATION_OF_NECROTIC_CELL_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,41,0.024390243902439025,0.17274149895394547,0.12628562136415228,8326,FZD9,ENSG00000188763
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,40,0.025,0.17274149895394547,0.12628562136415228,6262,RYR2,ENSG00000198626
GOBP_SENSORY_ORGAN_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,2,244,0.00819672131147541,0.17274149895394547,0.12628562136415228,8820/79955,HESX1/PDZD7,ENSG00000163666/ENSG00000186862
GOBP_MITOCHONDRIAL_FISSION,C5,AntiIL5,GO:BP,36,31,17949,1,42,0.023809523809523808,0.17515583787233363,0.1280506650411994,4600,MX2,ENSG00000183486
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,42,0.023809523809523808,0.17515583787233363,0.1280506650411994,91543,RSAD2,ENSG00000134321
GOBP_REGULATION_OF_MYELINATION,C5,AntiIL5,GO:BP,36,31,17949,1,42,0.023809523809523808,0.17515583787233363,0.1280506650411994,163175,LGI4,ENSG00000153902
GOBP_HAIR_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,79955,PDZD7,ENSG00000186862
GOBP_ICOSANOID_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,553,AVPR1B,ENSG00000198049
GOBP_NECROPTOTIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,8326,FZD9,ENSG00000188763
GOBP_OVULATION_CYCLE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_T_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,3627,CXCL10,ENSG00000169245
GOBP_SYNAPTIC_VESICLE_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,43,0.023255813953488372,0.1758901671984957,0.1285875090294817,4600,MX2,ENSG00000183486
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,C5,AntiIL5,GO:BP,36,31,17949,1,44,0.022727272727272728,0.17765855687895926,0.1298803204903272,7784,ZP3,ENSG00000188372
GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,44,0.022727272727272728,0.17765855687895926,0.1298803204903272,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,44,0.022727272727272728,0.17765855687895926,0.1298803204903272,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,44,0.022727272727272728,0.17765855687895926,0.1298803204903272,8326,FZD9,ENSG00000188763
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,45,0.022222222222222223,0.1788444060104998,0.13074725573939938,50674,NEUROG3,ENSG00000122859
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,C5,AntiIL5,GO:BP,36,31,17949,1,45,0.022222222222222223,0.1788444060104998,0.13074725573939938,55333,SYNJ2BP,ENSG00000213463
GOBP_MEMBRANE_REPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,45,0.022222222222222223,0.1788444060104998,0.13074725573939938,9722,NOS1AP,ENSG00000198929
GOBP_NEURON_MATURATION,C5,AntiIL5,GO:BP,36,31,17949,1,45,0.022222222222222223,0.1788444060104998,0.13074725573939938,163175,LGI4,ENSG00000153902
GOBP_SEX_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,2,262,0.007633587786259542,0.1788444060104998,0.13074725573939938,8820/7784,HESX1/ZP3,ENSG00000163666/ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,46,0.021739130434782608,0.17998915674379073,0.13158414530291565,8326,FZD9,ENSG00000188763
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,46,0.021739130434782608,0.17998915674379073,0.13158414530291565,4600,MX2,ENSG00000183486
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,46,0.021739130434782608,0.17998915674379073,0.13158414530291565,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,46,0.021739130434782608,0.17998915674379073,0.13158414530291565,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,C5,AntiIL5,GO:BP,36,31,17949,1,46,0.021739130434782608,0.17998915674379073,0.13158414530291565,553,AVPR1B,ENSG00000198049
GOBP_CHROMATIN_REMODELING_AT_CENTROMERE,C5,AntiIL5,GO:BP,36,31,17949,1,47,0.02127659574468085,0.18109460089516285,0.1323922991187895,8370,H4C14,ENSG00000270882
GOBP_DOUBLE_STRAND_BREAK_REPAIR,C5,AntiIL5,GO:BP,36,31,17949,2,268,0.007462686567164179,0.18109460089516285,0.1323922991187895,83666/8370,PARP9/H4C14,ENSG00000138496/ENSG00000270882
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,47,0.02127659574468085,0.18109460089516285,0.1323922991187895,8326,FZD9,ENSG00000188763
GOBP_OOCYTE_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,47,0.02127659574468085,0.18109460089516285,0.1323922991187895,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,47,0.02127659574468085,0.18109460089516285,0.1323922991187895,55323,LARP6,ENSG00000166173
GOBP_GLIAL_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,163175,LGI4,ENSG00000153902
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,9722,NOS1AP,ENSG00000198929
