experiment,gene.set,pathway,contrast,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
AntiIL5,HALLMARK,MTORC1_SIGNALING,AntiIL5_HRV - AntiIL5_none,1,0.120406777,0.560388981,197,up,0.083419501,0.01167873,2.278049412,197,up
AntiIL5,HALLMARK,MTORC1_SIGNALING,AntiIL5_HRV - none_HRV,1,0.145510485,0.565488963,197,up,0.846442513,0.480940071,-0.04782799,197,down
AntiIL5,HALLMARK,MTORC1_SIGNALING,AntiIL5_none - none_none,1,-0.161765795,-0.67313802,197,down,0.040008763,0.004801052,-2.605371479,197,down
AntiIL5,HALLMARK,MTORC1_SIGNALING,none_HRV - none_none,1,-0.183928995,-0.742370102,197,down,0.938376054,0.488941622,0.027742704,197,up
AntiIL5,HALLMARK,MYC_TARGETS_V1,AntiIL5_HRV - AntiIL5_none,1,-0.197421784,-0.681332227,200,down,0.247439149,0.059385396,1.56524308,200,up
AntiIL5,HALLMARK,MYC_TARGETS_V1,AntiIL5_HRV - none_HRV,0.39893617,-0.329808331,-1.305245474,200,down,0.606751646,0.024270066,-1.981821896,200,down
AntiIL5,HALLMARK,MYC_TARGETS_V1,AntiIL5_none - none_none,1,-0.168392691,-0.720076332,200,down,0.040008763,0.004379486,-2.641226459,200,down
AntiIL5,HALLMARK,MYC_TARGETS_V1,none_HRV - none_none,1,-0.123492405,-0.499739282,200,down,0.808295806,0.355650155,0.37055066,200,up
AntiIL5,HALLMARK,MYC_TARGETS_V2,AntiIL5_HRV - AntiIL5_none,1,-0.1489637,-0.456001283,58,down,0.46690181,0.180896945,0.916562346,58,up
AntiIL5,HALLMARK,MYC_TARGETS_V2,AntiIL5_HRV - none_HRV,1,0.235152914,0.762061884,58,up,0.846442513,0.539289555,0.098867567,58,down
AntiIL5,HALLMARK,MYC_TARGETS_V2,AntiIL5_none - none_none,0.060849957,-0.378631115,-1.541481384,58,down,0.040008763,0.002733872,-2.845322266,58,down
AntiIL5,HALLMARK,MYC_TARGETS_V2,none_HRV - none_none,0.212665406,-0.417526952,-1.403210742,58,down,0.885558799,0.044719529,-1.717226137,58,down
AntiIL5,HALLMARK,MYOGENESIS,AntiIL5_HRV - AntiIL5_none,0.00196497,-0.455074743,-1.539297824,147,down,0.088950586,0.005337035,-2.569930695,147,down
AntiIL5,HALLMARK,MYOGENESIS,AntiIL5_HRV - none_HRV,0.633074935,0.277189528,1.031119442,147,up,0.798135605,0.39844051,-0.257625747,147,down
AntiIL5,HALLMARK,MYOGENESIS,AntiIL5_none - none_none,0.060849957,0.475882886,1.333041098,147,up,0.207624408,0.026116241,1.949465079,147,up
AntiIL5,HALLMARK,MYOGENESIS,none_HRV - none_none,0.377390138,-0.293276193,-1.14436472,147,down,0.885558799,0.283378816,-0.573514283,147,down
AntiIL5,HALLMARK,NOTCH_SIGNALING,AntiIL5_HRV - AntiIL5_none,0.333133253,-0.45882472,-1.280244267,30,down,0.545011696,0.163503509,-0.988717031,30,down
AntiIL5,HALLMARK,NOTCH_SIGNALING,AntiIL5_HRV - none_HRV,0.46474359,0.460947636,1.316661042,30,up,0.952036128,0.874364626,1.158988388,30,down
AntiIL5,HALLMARK,NOTCH_SIGNALING,AntiIL5_none - none_none,0.907988217,0.401365809,0.988309335,30,up,0.701151106,0.350575553,0.385745474,30,up
AntiIL5,HALLMARK,NOTCH_SIGNALING,none_HRV - none_none,0.250463822,-0.482851729,-1.43411312,30,down,0.885558799,0.117926509,-1.19884414,30,down
AntiIL5,HALLMARK,OXIDATIVE_PHOSPHORYLATION,AntiIL5_HRV - AntiIL5_none,0.607795907,0.221059114,1.028838202,197,up,0.174543897,0.038377966,1.776528626,197,up
AntiIL5,HALLMARK,OXIDATIVE_PHOSPHORYLATION,AntiIL5_HRV - none_HRV,1,-0.121057714,-0.478567021,197,down,0.753006093,0.297018368,-0.533629972,197,down
AntiIL5,HALLMARK,OXIDATIVE_PHOSPHORYLATION,AntiIL5_none - none_none,1,0.219960605,0.621990396,197,up,0.148501703,0.026107065,-1.950636364,197,down
AntiIL5,HALLMARK,OXIDATIVE_PHOSPHORYLATION,none_HRV - none_none,1,0.116694888,0.476762569,197,up,0.808295806,0.339952595,0.413066291,197,up
AntiIL5,HALLMARK,P53_PATHWAY,AntiIL5_HRV - AntiIL5_none,1,-0.208015112,-0.715568547,187,down,0.406680477,0.138271362,1.08971847,187,up
AntiIL5,HALLMARK,P53_PATHWAY,AntiIL5_HRV - none_HRV,0.833981986,0.248603768,0.961697969,187,up,0.846442513,0.609056585,0.277062845,187,down
AntiIL5,HALLMARK,P53_PATHWAY,AntiIL5_none - none_none,1,0.307456431,0.868133482,187,up,0.950293411,0.400927968,-0.251129349,187,down
AntiIL5,HALLMARK,P53_PATHWAY,none_HRV - none_none,0.662707096,0.244111161,0.995655667,187,up,0.761148165,0.228344449,0.745090323,187,up
AntiIL5,HALLMARK,PANCREAS_BETA_CELLS,AntiIL5_HRV - AntiIL5_none,0.336638511,-0.532343688,-1.295483413,16,down,0.329029061,0.073577039,-1.488441046,16,down
AntiIL5,HALLMARK,PANCREAS_BETA_CELLS,AntiIL5_HRV - none_HRV,0.465608466,-0.516540461,-1.281013982,16,down,0.632900188,0.119340971,-1.202598466,16,down
AntiIL5,HALLMARK,PANCREAS_BETA_CELLS,AntiIL5_none - none_none,1,0.378853453,0.840133973,16,up,0.93446405,0.485921306,0.035593267,16,up
AntiIL5,HALLMARK,PANCREAS_BETA_CELLS,none_HRV - none_none,0.362222811,-0.497343242,-1.282170507,16,down,0.885558799,0.208916097,-0.821584794,16,down
AntiIL5,HALLMARK,PEROXISOME,AntiIL5_HRV - AntiIL5_none,1,-0.258113664,-0.833399828,91,down,0.747734199,0.393286708,0.271174125,91,up
AntiIL5,HALLMARK,PEROXISOME,AntiIL5_HRV - none_HRV,0.491718427,0.331311008,1.157450752,91,up,0.846442513,0.567902382,0.171285532,91,down
AntiIL5,HALLMARK,PEROXISOME,AntiIL5_none - none_none,1,0.156462658,0.431505047,91,up,0.272037261,0.076170433,-1.437784532,91,down
AntiIL5,HALLMARK,PEROXISOME,none_HRV - none_none,0.258112094,-0.343404487,-1.244070454,91,down,0.885558799,0.144275498,-1.064506605,91,down
AntiIL5,HALLMARK,PI3K_AKT_MTOR_SIGNALING,AntiIL5_HRV - AntiIL5_none,0.793650794,0.22871132,1.034727789,96,up,0.274446199,0.08233386,1.394928715,96,up
AntiIL5,HALLMARK,PI3K_AKT_MTOR_SIGNALING,AntiIL5_HRV - none_HRV,1,0.193195333,0.678737075,96,up,0.846442513,0.539000889,0.098049217,96,down
AntiIL5,HALLMARK,PI3K_AKT_MTOR_SIGNALING,AntiIL5_none - none_none,1,0.189529196,0.522867594,96,up,0.254987309,0.058169884,-1.579123019,96,down
AntiIL5,HALLMARK,PI3K_AKT_MTOR_SIGNALING,none_HRV - none_none,1,-0.208923409,-0.764412827,96,down,0.896614889,0.430375147,0.175661,96,up
AntiIL5,HALLMARK,PROTEIN_SECRETION,AntiIL5_HRV - AntiIL5_none,9.55E-04,0.398064415,1.803676593,93,up,0.001404614,8.43E-05,3.860794433,93,up
AntiIL5,HALLMARK,PROTEIN_SECRETION,AntiIL5_HRV - none_HRV,1,0.220340416,0.775456323,93,up,0.910715458,0.692143748,0.502911834,93,down
AntiIL5,HALLMARK,PROTEIN_SECRETION,AntiIL5_none - none_none,1,-0.124081562,-0.543299501,93,down,0.148501703,0.029700341,-1.899095351,93,down
AntiIL5,HALLMARK,PROTEIN_SECRETION,none_HRV - none_none,0.253623188,0.357130942,1.322212765,93,up,0.203317735,0.028464483,1.920518504,93,up
AntiIL5,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,AntiIL5_HRV - AntiIL5_none,1,-0.250923066,-0.754649096,49,down,0.830786955,0.515087912,-0.037930033,49,up
AntiIL5,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,AntiIL5_HRV - none_HRV,1,0.230642679,0.73170246,49,up,0.760968364,0.319606713,-0.470502237,49,down
AntiIL5,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,AntiIL5_none - none_none,1,0.302457891,0.790632612,49,up,0.82831446,0.317941491,-0.475289442,49,down
AntiIL5,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,none_HRV - none_none,0.961538462,-0.247936466,-0.810704567,49,down,0.938376054,0.569379048,-0.175303944,49,up
AntiIL5,HALLMARK,SPERMATOGENESIS,AntiIL5_HRV - AntiIL5_none,0.708288482,-0.336419481,-1.077371649,80,down,0.914436517,0.603528102,-0.262934413,80,up
AntiIL5,HALLMARK,SPERMATOGENESIS,AntiIL5_HRV - none_HRV,0.491718427,-0.334669812,-1.165000253,80,down,0.753006093,0.224000322,-0.76083114,80,down
AntiIL5,HALLMARK,SPERMATOGENESIS,AntiIL5_none - none_none,0.907988217,0.360459989,0.986052685,80,up,0.973208101,0.467139889,-0.082593887,80,down
AntiIL5,HALLMARK,SPERMATOGENESIS,none_HRV - none_none,0.638586957,0.283320124,1.021769941,80,up,0.896614889,0.42725283,0.183673586,80,up
AntiIL5,HALLMARK,TGF_BETA_SIGNALING,AntiIL5_HRV - AntiIL5_none,1,0.173689535,0.685053804,51,up,0.46690181,0.205436797,0.826096987,51,up
AntiIL5,HALLMARK,TGF_BETA_SIGNALING,AntiIL5_HRV - none_HRV,0.589065256,0.338844314,1.074570063,51,up,0.910915508,0.777195894,0.765785401,51,down
AntiIL5,HALLMARK,TGF_BETA_SIGNALING,AntiIL5_none - none_none,1,0.240747782,0.633264364,51,up,0.648898411,0.22062546,-0.773416579,51,down
AntiIL5,HALLMARK,TGF_BETA_SIGNALING,none_HRV - none_none,0.705997125,-0.295094924,-0.973715509,51,down,0.904426632,0.361770653,-0.354792034,51,down
AntiIL5,HALLMARK,TNFA_SIGNALING_VIA_NFKB,AntiIL5_HRV - AntiIL5_none,3.09E-04,0.327420508,1.529293765,195,up,0.009608694,9.61E-04,3.123988262,195,up
AntiIL5,HALLMARK,TNFA_SIGNALING_VIA_NFKB,AntiIL5_HRV - none_HRV,0.465608466,0.29506783,1.143369544,195,up,0.952036128,0.909508745,1.340144847,195,down
AntiIL5,HALLMARK,TNFA_SIGNALING_VIA_NFKB,AntiIL5_none - none_none,0.185,0.436603447,1.234700893,195,up,0.207624408,0.029234994,1.897789593,195,up
AntiIL5,HALLMARK,TNFA_SIGNALING_VIA_NFKB,none_HRV - none_none,1.02E-05,0.457081263,1.860471893,195,up,0.001819631,1.09E-04,3.734915961,195,up
AntiIL5,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,AntiIL5_HRV - AntiIL5_none,1.99E-04,0.395472958,1.780356505,111,up,0.001980948,1.58E-04,3.663059422,111,up
AntiIL5,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,AntiIL5_HRV - none_HRV,0.465608466,0.323794508,1.167090756,111,up,0.952036128,0.917438022,1.393854333,111,down
AntiIL5,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,AntiIL5_none - none_none,1,0.185484069,0.516503552,111,up,0.272037261,0.07483243,-1.446738294,111,down
AntiIL5,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,none_HRV - none_none,0.258112094,0.326378714,1.243006203,111,up,0.273632474,0.043781196,1.716455708,111,up
AntiIL5,HALLMARK,UV_RESPONSE_DN,AntiIL5_HRV - AntiIL5_none,0.39566651,-0.352357341,-1.17992754,129,down,0.490398909,0.135798114,-1.101773842,129,down
AntiIL5,HALLMARK,UV_RESPONSE_DN,AntiIL5_HRV - none_HRV,0.518200202,0.30284628,1.117913681,129,up,0.910915508,0.794097767,0.82207992,129,down
AntiIL5,HALLMARK,UV_RESPONSE_DN,AntiIL5_none - none_none,0.907988217,0.355412566,0.991791709,129,up,0.971557829,0.446916601,-0.133591033,129,down
AntiIL5,HALLMARK,UV_RESPONSE_DN,none_HRV - none_none,0.088759355,-0.374859442,-1.438301745,129,down,0.885558799,0.049113748,-1.659593443,129,down
AntiIL5,HALLMARK,UV_RESPONSE_UP,AntiIL5_HRV - AntiIL5_none,0.952631233,-0.28466955,-0.963264006,148,down,0.747734199,0.418731152,0.205322675,148,up
AntiIL5,HALLMARK,UV_RESPONSE_UP,AntiIL5_HRV - none_HRV,0.589065256,-0.277807719,-1.054960288,148,down,0.632900188,0.096585822,-1.304334196,148,down
AntiIL5,HALLMARK,UV_RESPONSE_UP,AntiIL5_none - none_none,0.848699946,0.36830367,1.03154301,148,up,0.689507466,0.317173434,0.476114015,148,up
AntiIL5,HALLMARK,UV_RESPONSE_UP,none_HRV - none_none,0.413793103,0.280664695,1.110038131,148,up,0.363045303,0.079869967,1.409576217,148,up
AntiIL5,HALLMARK,WNT_BETA_CATENIN_SIGNALING,AntiIL5_HRV - AntiIL5_none,1,-0.271643239,-0.784071663,38,down,0.747734199,0.411462924,0.224597183,38,up
AntiIL5,HALLMARK,WNT_BETA_CATENIN_SIGNALING,AntiIL5_HRV - none_HRV,0.264806026,0.524446484,1.5706415,38,up,0.952036128,0.932995406,1.516042922,38,down
AntiIL5,HALLMARK,WNT_BETA_CATENIN_SIGNALING,AntiIL5_none - none_none,1,0.270004939,0.683357568,38,up,0.739960582,0.26638581,-0.626720097,38,down
AntiIL5,HALLMARK,WNT_BETA_CATENIN_SIGNALING,none_HRV - none_none,0.253623188,-0.453476673,-1.39427293,38,down,0.885558799,0.07384084,-1.463478914,38,down
AntiIL5,HALLMARK,XENOBIOTIC_METABOLISM,AntiIL5_HRV - AntiIL5_none,0.440144779,-0.33661299,-1.143254932,159,down,0.684657522,0.219090407,-0.776259508,159,down
AntiIL5,HALLMARK,XENOBIOTIC_METABOLISM,AntiIL5_HRV - none_HRV,1,-0.220031218,-0.847171993,159,down,0.753006093,0.289142139,-0.556523366,159,down
AntiIL5,HALLMARK,XENOBIOTIC_METABOLISM,AntiIL5_none - none_none,0.367231638,0.41451244,1.162897552,159,up,0.414117366,0.12423521,1.156205732,159,up
AntiIL5,HALLMARK,XENOBIOTIC_METABOLISM,none_HRV - none_none,0.89772271,0.22932462,0.910661378,159,up,0.808295806,0.321855484,0.462967783,159,up
